pair_id,hit@1_designed,hit@3_designed,hit@5_designed,hit@10_designed,identified_gaps,jd_title,gap_to_canonical_top1,gap_search_queries,gap_count,truth_count,hit@1_baseline,hit@3_baseline,hit@5_baseline,hit@10_baseline,delta_hit@1,delta_hit@3,delta_hit@5,delta_hit@10,best_rel_rank,relevant_in_top10,rr,canon_scores,canon_score_mean,canon_score_min,canon_score_max,query_text,q_related_count,q_context_count,q_role_count,q_len,domains,canon_bin
74,1,1,1,1,Fast accounting software,"Kế Toán Tổng Hợp - Ưu Tiên Mảng Xây Dựng - Từ 3 Năm Kinh Nghiệm - Thu Nhập Upto 20tr - Từ Liêm, Hà Nội",Fast accounting software -> 684be5d9399c8fe6:Accounting Software Skills (1.0000),"Fast accounting software -> Fast accounting software ; context capability to apply fast accounting software in practical job tasks with correct tools, standards, and outcomes ; role Kế Toán Tổng Hợp - Ưu Tiên Mảng Xây Dựng - Từ 3 Năm Kinh Nghiệm - Thu Nhập Upto 20tr - Từ Liêm, Hà Nội ; General Accounting Finance Accounting Software Construction Experience Tax Reports Budget Control",1,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,[1.0],1.0,1.0,1.0,"Fast accounting software -> Fast accounting software ; context capability to apply fast accounting software in practical job tasks with correct tools, standards, and outcomes ; role Kế Toán Tổng Hợp - Ưu Tiên Mảng Xây Dựng - Từ 3 Năm Kinh Nghiệm - Thu Nhập Upto 20tr - Từ Liêm, Hà Nội ; General Accounting Finance Accounting Software Construction Experience Tax Reports Budget Control",0,1,1,384,['finance_risk'],>=0.92
75,0,0,0,0,Financial models; Media coordination; Profit margin management,(Senior) Account Executive,Financial models -> 7d876ac2071a6694:Financial Management Systems (0.8604); Media coordination -> 673fe583a3ba41e6:Coordination and Management Skills (0.9333); Profit margin management -> 61025dda60d61757:Cost Management Tasks (0.8452),"Financial models -> Financial models ; related artificial intelligence and machine learning ; context capability to apply financial models in practical job tasks with correct tools, standards, and outcomes ; role (Senior) Account Executive ; senior account executive project management budgeting timeline skills financial models client services team coordination; Media coordination -> Media coordination ; context capability to apply media coordination in practical job tasks with correct tools, standards, and outcomes ; role (Senior) Account Executive ; senior account executive project management budgeting timeline skills financial models client services team coordination; Profit margin management -> Profit margin management ; context capability to apply profit margin management in practical job tasks with correct tools, standards, and outcomes ; role (Senior) Account Executive ; senior account executive project management budgeting timeline skills financial models client services team coordination",3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,,"[0.8604, 0.9333, 0.8452]",0.8796333333333334,0.8452,0.9333,"Financial models -> Financial models ; related artificial intelligence and machine learning ; context capability to apply financial models in practical job tasks with correct tools, standards, and outcomes ; role (Senior) Account Executive ; senior account executive project management budgeting timeline skills financial models client services team coordination; Media coordination -> Media coordination ; context capability to apply media coordination in practical job tasks with correct tools, standards, and outcomes ; role (Senior) Account Executive ; senior account executive project management budgeting timeline skills financial models client services team coordination; Profit margin management -> Profit margin management ; context capability to apply profit margin management in practical job tasks with correct tools, standards, and outcomes ; role (Senior) Account Executive ; senior account executive project management budgeting timeline skills financial models client services team coordination",1,3,3,1010,"['finance_risk', 'sales_marketing']",0.85-0.92
78,1,1,1,1,Go; Kubernetes; Helm; Kafka; Cassandra; Zookeeper; Geode; Distributed systems,Cloud Developer (Go/Python/Bash + Cloud/Kubernetes),Go -> 70f0d3e18d498cc9:Google Colab (0.7000); Kubernetes -> cc975e69d79a6f6f:Cloud Concepts (0.9964); Helm -> a468720e1a5dc0cb:Cloud Service Analysis (0.9222); Kafka -> cc975e69d79a6f6f:Cloud Concepts (0.9690); Cassandra -> cc975e69d79a6f6f:Cloud Concepts (0.9864); Zookeeper -> cc975e69d79a6f6f:Cloud Concepts (0.9626); Geode -> cc975e69d79a6f6f:Cloud Concepts (0.9544); Distributed systems -> 81121f330a983b7f:Cloud computing (1.0000),"Go -> Go ; related software engineering and programming ; context capability to apply go in practical job tasks with correct tools, standards, and outcomes ; role Cloud Developer (Go/Python/Bash + Cloud/Kubernetes) ; Cloud Developer Go Python Bash scripting Docker Kubernetes Helm CI/CD pipelines; Kubernetes -> Kubernetes ; related container orchestration and scaling ; related cloud infrastructure and deployment ; context capability to apply kubernetes in practical job tasks with correct tools, standards, and outcomes ; role Cloud Developer (Go/Python/Bash + Cloud/Kubernetes) ; Cloud Developer Go Python Bash scripting Docker Kubernetes Helm CI/CD pipelines; Helm -> Helm ; context capability to apply helm in practical job tasks with correct tools, standards, and outcomes ; role Cloud Developer (Go/Python/Bash + Cloud/Kubernetes) ; Cloud Developer Go Python Bash scripting Docker Kubernetes Helm CI/CD pipelines; Kafka -> Kafka ; context capability to apply kafka in practical job tasks with correct tools, standards, and outcomes ; role Cloud Developer (Go/Python/Bash + Cloud/Kubernetes) ; Cloud Developer Go Python Bash scripting Docker Kubernetes Helm CI/CD pipelines; Cassandra -> Cassandra ; context capability to apply cassandra in practical job tasks with correct tools, standards, and outcomes ; role Cloud Developer (Go/Python/Bash + Cloud/Kubernetes) ; Cloud Developer Go Python Bash scripting Docker Kubernetes Helm CI/CD pipelines; Zookeeper -> Zookeeper ; context capability to apply zookeeper in practical job tasks with correct tools, standards, and outcomes ; role Cloud Developer (Go/Python/Bash + Cloud/Kubernetes) ; Cloud Developer Go Python Bash scripting Docker Kubernetes Helm CI/CD pipelines; Geode -> Geode ; context capability to apply geode in practical job tasks with correct tools, standards, and outcomes ; role Cloud Developer (Go/Python/Bash + Cloud/Kubernetes) ; Cloud Developer Go Python Bash scripting Docker Kubernetes Helm CI/CD pipelines; Distributed systems -> Distributed systems ; context capability to apply distributed systems in practical job tasks with correct tools, standards, and outcomes ; role Cloud Developer (Go/Python/Bash + Cloud/Kubernetes) ; Cloud Developer Go Python Bash scripting Docker Kubernetes Helm CI/CD pipelines",8,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,"[0.7, 0.9964, 0.9222, 0.969, 0.9864, 0.9626, 0.9544, 1.0]",0.9363750000000001,0.7,1.0,"Go -> Go ; related software engineering and programming ; context capability to apply go in practical job tasks with correct tools, standards, and outcomes ; role Cloud Developer (Go/Python/Bash + Cloud/Kubernetes) ; Cloud Developer Go Python Bash scripting Docker Kubernetes Helm CI/CD pipelines; Kubernetes -> Kubernetes ; related container orchestration and scaling ; related cloud infrastructure and deployment ; context capability to apply kubernetes in practical job tasks with correct tools, standards, and outcomes ; role Cloud Developer (Go/Python/Bash + Cloud/Kubernetes) ; Cloud Developer Go Python Bash scripting Docker Kubernetes Helm CI/CD pipelines; Helm -> Helm ; context capability to apply helm in practical job tasks with correct tools, standards, and outcomes ; role Cloud Developer (Go/Python/Bash + Cloud/Kubernetes) ; Cloud Developer Go Python Bash scripting Docker Kubernetes Helm CI/CD pipelines; Kafka -> Kafka ; context capability to apply kafka in practical job tasks with correct tools, standards, and outcomes ; role Cloud Developer (Go/Python/Bash + Cloud/Kubernetes) ; Cloud Developer Go Python Bash scripting Docker Kubernetes Helm CI/CD pipelines; Cassandra -> Cassandra ; context capability to apply cassandra in practical job tasks with correct tools, standards, and outcomes ; role Cloud Developer (Go/Python/Bash + Cloud/Kubernetes) ; Cloud Developer Go Python Bash scripting Docker Kubernetes Helm CI/CD pipelines; Zookeeper -> Zookeeper ; context capability to apply zookeeper in practical job tasks with correct tools, standards, and outcomes ; role Cloud Developer (Go/Python/Bash + Cloud/Kubernetes) ; Cloud Developer Go Python Bash scripting Docker Kubernetes Helm CI/CD pipelines; Geode -> Geode ; context capability to apply geode in practical job tasks with correct tools, standards, and outcomes ; role Cloud Developer (Go/Python/Bash + Cloud/Kubernetes) ; Cloud Developer Go Python Bash scripting Docker Kubernetes Helm CI/CD pipelines; Distributed systems -> Distributed systems ; context capability to apply distributed systems in practical job tasks with correct tools, standards, and outcomes ; role Cloud Developer (Go/Python/Bash + Cloud/Kubernetes) ; Cloud Developer Go Python Bash scripting Docker Kubernetes Helm CI/CD pipelines",3,8,8,2286,['cloud_devops'],>=0.92
79,0,0,0,0,Non-life Insurance Products; Sales Agent Training; Partner Relationship Management,"Phụ Trách Kinh Doanh, Bảo Hiểm Phi Nhân Thọ",Non-life Insurance Products -> 703afbde6bba8eb9:Customer Management in Insurance (0.8667); Sales Agent Training -> 04219a23329000ee:Sales Management (0.9325); Partner Relationship Management -> 703afbde6bba8eb9:Customer Management in Insurance (0.9601),"Non-life Insurance Products -> Non-life Insurance Products ; context capability to apply non-life insurance products in practical job tasks with correct tools, standards, and outcomes ; role Phụ Trách Kinh Doanh, Bảo Hiểm Phi Nhân Thọ ; sales executive non-life insurance team management customer service insurance products financial services B2C; Sales Agent Training -> Sales Agent Training ; related artificial intelligence and machine learning ; context capability to apply sales agent training in practical job tasks with correct tools, standards, and outcomes ; role Phụ Trách Kinh Doanh, Bảo Hiểm Phi Nhân Thọ ; sales executive non-life insurance team management customer service insurance products financial services B2C; Partner Relationship Management -> Partner Relationship Management ; context capability to apply partner relationship management in practical job tasks with correct tools, standards, and outcomes ; role Phụ Trách Kinh Doanh, Bảo Hiểm Phi Nhân Thọ ; sales executive non-life insurance team management customer service insurance products financial services B2C",3,2,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,-1.0,999.0,0.0,,"[0.8667, 0.9325, 0.9601]",0.9197666666666665,0.8667,0.9601,"Non-life Insurance Products -> Non-life Insurance Products ; context capability to apply non-life insurance products in practical job tasks with correct tools, standards, and outcomes ; role Phụ Trách Kinh Doanh, Bảo Hiểm Phi Nhân Thọ ; sales executive non-life insurance team management customer service insurance products financial services B2C; Sales Agent Training -> Sales Agent Training ; related artificial intelligence and machine learning ; context capability to apply sales agent training in practical job tasks with correct tools, standards, and outcomes ; role Phụ Trách Kinh Doanh, Bảo Hiểm Phi Nhân Thọ ; sales executive non-life insurance team management customer service insurance products financial services B2C; Partner Relationship Management -> Partner Relationship Management ; context capability to apply partner relationship management in practical job tasks with correct tools, standards, and outcomes ; role Phụ Trách Kinh Doanh, Bảo Hiểm Phi Nhân Thọ ; sales executive non-life insurance team management customer service insurance products financial services B2C",1,3,3,1088,"['software_data_ai', 'finance_risk', 'sales_marketing']",0.85-0.92
84,1,1,1,1,Next.js; cross-browser compatibility; .NET Core APIs,Frontend Developer (Mobile),Next.js -> 4fd034811c0b16b8:Mobile Application Development (0.9453); cross-browser compatibility -> 4fd034811c0b16b8:Mobile Application Development (0.9819); .NET Core APIs -> ffefbf224777e24a:Applying .Net Programming to Specific Problems (0.9629),"Next.js -> Next.js ; context capability to apply next.js in practical job tasks with correct tools, standards, and outcomes ; role Frontend Developer (Mobile) ; frontend developer mobile Sales/Marketing/Services Full-time ReactJS HTML5 CSS3 JavaScript/TypeScript; cross-browser compatibility -> cross-browser compatibility ; context capability to apply cross-browser compatibility in practical job tasks with correct tools, standards, and outcomes ; role Frontend Developer (Mobile) ; frontend developer mobile Sales/Marketing/Services Full-time ReactJS HTML5 CSS3 JavaScript/TypeScript; .NET Core APIs -> .NET Core APIs ; capability net core apis ; context capability to apply .net core apis in practical job tasks with correct tools, standards, and outcomes ; role Frontend Developer (Mobile) ; frontend developer mobile Sales/Marketing/Services Full-time ReactJS HTML5 CSS3 JavaScript/TypeScript",3,3,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,"[0.9453, 0.9819, 0.9629]",0.9633666666666666,0.9453,0.9819,"Next.js -> Next.js ; context capability to apply next.js in practical job tasks with correct tools, standards, and outcomes ; role Frontend Developer (Mobile) ; frontend developer mobile Sales/Marketing/Services Full-time ReactJS HTML5 CSS3 JavaScript/TypeScript; cross-browser compatibility -> cross-browser compatibility ; context capability to apply cross-browser compatibility in practical job tasks with correct tools, standards, and outcomes ; role Frontend Developer (Mobile) ; frontend developer mobile Sales/Marketing/Services Full-time ReactJS HTML5 CSS3 JavaScript/TypeScript; .NET Core APIs -> .NET Core APIs ; capability net core apis ; context capability to apply .net core apis in practical job tasks with correct tools, standards, and outcomes ; role Frontend Developer (Mobile) ; frontend developer mobile Sales/Marketing/Services Full-time ReactJS HTML5 CSS3 JavaScript/TypeScript",0,3,3,898,['software_data_ai'],>=0.92
85,0,0,0,0,big data technology; NLP; LLM; VLM,Senior Machine Learning Engineer,big data technology -> d5f90597d244bc06:Proficient Computer Skills in Data Mining (0.7000); NLP -> fc76c565abf59081:Machine Learning Techniques (0.9882); LLM -> fc76c565abf59081:Machine Learning Techniques (0.9690); VLM -> fc76c565abf59081:Machine Learning Techniques (0.9756),"big data technology -> big data technology ; related data engineering and database systems ; context capability to apply big data technology in practical job tasks with correct tools, standards, and outcomes ; role Senior Machine Learning Engineer ; machine learning engineer data science AI use cases ride-hailing online food delivery data engineering data analytics business intelligence; NLP -> NLP ; related artificial intelligence and machine learning ; context capability to apply nlp in practical job tasks with correct tools, standards, and outcomes ; role Senior Machine Learning Engineer ; machine learning engineer data science AI use cases ride-hailing online food delivery data engineering data analytics business intelligence; LLM -> LLM ; related artificial intelligence and machine learning ; context capability to apply llm in practical job tasks with correct tools, standards, and outcomes ; role Senior Machine Learning Engineer ; machine learning engineer data science AI use cases ride-hailing online food delivery data engineering data analytics business intelligence; VLM -> VLM ; context capability to apply vlm in practical job tasks with correct tools, standards, and outcomes ; role Senior Machine Learning Engineer ; machine learning engineer data science AI use cases ride-hailing online food delivery data engineering data analytics business intelligence",4,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,999.0,0.0,,"[0.7, 0.9882, 0.969, 0.9756]",0.9082,0.7,0.9882,"big data technology -> big data technology ; related data engineering and database systems ; context capability to apply big data technology in practical job tasks with correct tools, standards, and outcomes ; role Senior Machine Learning Engineer ; machine learning engineer data science AI use cases ride-hailing online food delivery data engineering data analytics business intelligence; NLP -> NLP ; related artificial intelligence and machine learning ; context capability to apply nlp in practical job tasks with correct tools, standards, and outcomes ; role Senior Machine Learning Engineer ; machine learning engineer data science AI use cases ride-hailing online food delivery data engineering data analytics business intelligence; LLM -> LLM ; related artificial intelligence and machine learning ; context capability to apply llm in practical job tasks with correct tools, standards, and outcomes ; role Senior Machine Learning Engineer ; machine learning engineer data science AI use cases ride-hailing online food delivery data engineering data analytics business intelligence; VLM -> VLM ; context capability to apply vlm in practical job tasks with correct tools, standards, and outcomes ; role Senior Machine Learning Engineer ; machine learning engineer data science AI use cases ride-hailing online food delivery data engineering data analytics business intelligence",3,4,4,1384,['software_data_ai'],0.85-0.92
87,0,0,0,0,FMEA; project-management-tools-JIRA,Process Quality Assurance (PQA),FMEA -> 5faaddd15cf75f09:Project Quality Assurance Techniques (0.9460); project-management-tools-JIRA -> 5faaddd15cf75f09:Project Quality Assurance Techniques (0.9963),"FMEA -> FMEA ; context capability to apply fmea in practical job tasks with correct tools, standards, and outcomes ; role Process Quality Assurance (PQA) ; Quality-Assurance Process-Quality-Assurance PQA ISO-9001 process-improvement-tools PDCA 5-Why FMEA; project-management-tools-JIRA -> project-management-tools-JIRA ; context capability to apply project-management-tools-jira in practical job tasks with correct tools, standards, and outcomes ; role Process Quality Assurance (PQA) ; Quality-Assurance Process-Quality-Assurance PQA ISO-9001 process-improvement-tools PDCA 5-Why FMEA",2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,,"[0.946, 0.9963]",0.97115,0.946,0.9963,"FMEA -> FMEA ; context capability to apply fmea in practical job tasks with correct tools, standards, and outcomes ; role Process Quality Assurance (PQA) ; Quality-Assurance Process-Quality-Assurance PQA ISO-9001 process-improvement-tools PDCA 5-Why FMEA; project-management-tools-JIRA -> project-management-tools-JIRA ; context capability to apply project-management-tools-jira in practical job tasks with correct tools, standards, and outcomes ; role Process Quality Assurance (PQA) ; Quality-Assurance Process-Quality-Assurance PQA ISO-9001 process-improvement-tools PDCA 5-Why FMEA",0,2,2,585,['ops_project_quality'],>=0.92
90,0,0,1,1,Python; WordPress; Docker,"IT Comtor (PHP, Python, Laravel, WordPress, Japanese)",Python -> abf415901e538ca7:Python Programming Language (0.9667); WordPress -> 59a049c750394673:Web development using WordPress (0.9968); Docker -> f88313c4e8cfe4de:Web Development Tools (0.9004),"Python -> Python ; related python programming and scripting ; related software engineering and programming ; context capability to apply python in practical job tasks with correct tools, standards, and outcomes ; role IT Comtor (PHP, Python, Laravel, WordPress, Japanese) ; Japanese translation project management support IT specialization software engineering business analyst brse web development php; WordPress -> WordPress ; context capability to apply wordpress in practical job tasks with correct tools, standards, and outcomes ; role IT Comtor (PHP, Python, Laravel, WordPress, Japanese) ; Japanese translation project management support IT specialization software engineering business analyst brse web development php; Docker -> Docker ; related containerization and deployment ; related cloud infrastructure and deployment ; context capability to apply docker in practical job tasks with correct tools, standards, and outcomes ; role IT Comtor (PHP, Python, Laravel, WordPress, Japanese) ; Japanese translation project management support IT specialization software engineering business analyst brse web development php",3,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,0.2,"[0.9667, 0.9968, 0.9004]",0.9546333333333333,0.9004,0.9968,"Python -> Python ; related python programming and scripting ; related software engineering and programming ; context capability to apply python in practical job tasks with correct tools, standards, and outcomes ; role IT Comtor (PHP, Python, Laravel, WordPress, Japanese) ; Japanese translation project management support IT specialization software engineering business analyst brse web development php; WordPress -> WordPress ; context capability to apply wordpress in practical job tasks with correct tools, standards, and outcomes ; role IT Comtor (PHP, Python, Laravel, WordPress, Japanese) ; Japanese translation project management support IT specialization software engineering business analyst brse web development php; Docker -> Docker ; related containerization and deployment ; related cloud infrastructure and deployment ; context capability to apply docker in practical job tasks with correct tools, standards, and outcomes ; role IT Comtor (PHP, Python, Laravel, WordPress, Japanese) ; Japanese translation project management support IT specialization software engineering business analyst brse web development php",4,3,3,1127,"['cloud_devops', 'software_data_ai']",>=0.92
94,0,1,1,1,WordPress; Docker; Website development,Bridge Software Engineer (BrSE),WordPress -> 576473d6a73d7f55:WordPress (1.0000); Docker -> 1a717d62a78e8be9:Linux Distributions (0.7000); Website development -> 644020ef757e548a:E-commerce Website Development (0.9379),"WordPress -> WordPress ; context capability to apply wordpress in practical job tasks with correct tools, standards, and outcomes ; role Bridge Software Engineer (BrSE) ; IT Communicator BrSE Project Management PHP JavaScript HTML/CSS WordPress Git; Docker -> Docker ; related containerization and deployment ; related cloud infrastructure and deployment ; context capability to apply docker in practical job tasks with correct tools, standards, and outcomes ; role Bridge Software Engineer (BrSE) ; IT Communicator BrSE Project Management PHP JavaScript HTML/CSS WordPress Git; Website development -> Website development ; context capability to apply website development in practical job tasks with correct tools, standards, and outcomes ; role Bridge Software Engineer (BrSE) ; IT Communicator BrSE Project Management PHP JavaScript HTML/CSS WordPress Git",3,3,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,2.0,2.0,0.5,"[1.0, 0.7, 0.9379]",0.8793000000000001,0.7,1.0,"WordPress -> WordPress ; context capability to apply wordpress in practical job tasks with correct tools, standards, and outcomes ; role Bridge Software Engineer (BrSE) ; IT Communicator BrSE Project Management PHP JavaScript HTML/CSS WordPress Git; Docker -> Docker ; related containerization and deployment ; related cloud infrastructure and deployment ; context capability to apply docker in practical job tasks with correct tools, standards, and outcomes ; role Bridge Software Engineer (BrSE) ; IT Communicator BrSE Project Management PHP JavaScript HTML/CSS WordPress Git; Website development -> Website development ; context capability to apply website development in practical job tasks with correct tools, standards, and outcomes ; role Bridge Software Engineer (BrSE) ; IT Communicator BrSE Project Management PHP JavaScript HTML/CSS WordPress Git",2,3,3,857,['cloud_devops'],0.85-0.92
95,1,1,1,1,ERP system experience; Corporate Income Tax (CIT) settlement,Chuyên Viên Kế Toán Thuế - Lương Cứng 10-13M,ERP system experience -> 4057db6b204273f6:Tax Authority Accounting (0.8917); Corporate Income Tax (CIT) settlement -> b2772cc34a579904:Corporate Income Tax (0.9543),"ERP system experience -> ERP system experience ; context capability to apply erp system experience in practical job tasks with correct tools, standards, and outcomes ; role Chuyên Viên Kế Toán Thuế - Lương Cứng 10-13M ; Accountant Tax specialist SME clients Comprehensive accounting services VAT declaration Corporate income tax Annual financial statements Customer focus; Corporate Income Tax (CIT) settlement -> Corporate Income Tax (CIT) settlement ; context capability to apply corporate income tax (cit) settlement in practical job tasks with correct tools, standards, and outcomes ; role Chuyên Viên Kế Toán Thuế - Lương Cứng 10-13M ; Accountant Tax specialist SME clients Comprehensive accounting services VAT declaration Corporate income tax Annual financial statements Customer focus",2,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[0.8917, 0.9543]",0.923,0.8917,0.9543,"ERP system experience -> ERP system experience ; context capability to apply erp system experience in practical job tasks with correct tools, standards, and outcomes ; role Chuyên Viên Kế Toán Thuế - Lương Cứng 10-13M ; Accountant Tax specialist SME clients Comprehensive accounting services VAT declaration Corporate income tax Annual financial statements Customer focus; Corporate Income Tax (CIT) settlement -> Corporate Income Tax (CIT) settlement ; context capability to apply corporate income tax (cit) settlement in practical job tasks with correct tools, standards, and outcomes ; role Chuyên Viên Kế Toán Thuế - Lương Cứng 10-13M ; Accountant Tax specialist SME clients Comprehensive accounting services VAT declaration Corporate income tax Annual financial statements Customer focus",0,2,2,792,['finance_risk'],>=0.92
98,1,1,1,1,cost management,Quản Lý Hành Chính,cost management -> 61025dda60d61757:Cost Management Tasks (1.0000),"cost management -> cost management ; context capability to apply cost management in practical job tasks with correct tools, standards, and outcomes ; role Quản Lý Hành Chính ; Administrative Management Legal Advice Project Coordination Office Operations Cost Forecasting",1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,[1.0],1.0,1.0,1.0,"cost management -> cost management ; context capability to apply cost management in practical job tasks with correct tools, standards, and outcomes ; role Quản Lý Hành Chính ; Administrative Management Legal Advice Project Coordination Office Operations Cost Forecasting",0,1,1,270,['other'],>=0.92
99,1,1,1,1,Python; C#; performance testing techniques and tools,Senior Automation Tester,Python -> abf415901e538ca7:Python Programming Language (0.9667); C# -> 4b351a323634f057:Using C# programming language in Visual Studio (0.9918); performance testing techniques and tools -> 0d6cd3ccd7000e1b:Apply testing techniques (0.9627),"Python -> Python ; related python programming and scripting ; related software engineering and programming ; context capability to apply python in practical job tasks with correct tools, standards, and outcomes ; role Senior Automation Tester ; Senior Automation Tester Endava Vietnam software testing automation frameworks Java JavaScript Python C#; C# -> C# ; context capability to apply c# in practical job tasks with correct tools, standards, and outcomes ; role Senior Automation Tester ; Senior Automation Tester Endava Vietnam software testing automation frameworks Java JavaScript Python C#; performance testing techniques and tools -> performance testing techniques and tools ; context capability to apply performance testing techniques and tools in practical job tasks with correct tools, standards, and outcomes ; role Senior Automation Tester ; Senior Automation Tester Endava Vietnam software testing automation frameworks Java JavaScript Python C#",3,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,"[0.9667, 0.9918, 0.9627]",0.9737333333333332,0.9627,0.9918,"Python -> Python ; related python programming and scripting ; related software engineering and programming ; context capability to apply python in practical job tasks with correct tools, standards, and outcomes ; role Senior Automation Tester ; Senior Automation Tester Endava Vietnam software testing automation frameworks Java JavaScript Python C#; C# -> C# ; context capability to apply c# in practical job tasks with correct tools, standards, and outcomes ; role Senior Automation Tester ; Senior Automation Tester Endava Vietnam software testing automation frameworks Java JavaScript Python C#; performance testing techniques and tools -> performance testing techniques and tools ; context capability to apply performance testing techniques and tools in practical job tasks with correct tools, standards, and outcomes ; role Senior Automation Tester ; Senior Automation Tester Endava Vietnam software testing automation frameworks Java JavaScript Python C#",2,3,3,961,['software_data_ai'],>=0.92
100,1,1,1,1,SOAP; Flutter; Android; cloud services; background communication,IOS Native,SOAP -> db27b691e112b3f3:SOAP Service Development (1.0000); Flutter -> 4fd034811c0b16b8:Mobile Application Development (1.0000); Android -> 4fd034811c0b16b8:Mobile Application Development (1.0000); cloud services -> 81121f330a983b7f:Cloud computing (1.0000); background communication -> 4fd034811c0b16b8:Mobile Application Development (0.9499),"SOAP -> SOAP ; context capability to apply soap in practical job tasks with correct tools, standards, and outcomes ; role IOS Native ; iOS developer iOS applications mobile development Swift XML JSON REST SOAP; Flutter -> Flutter ; context capability to apply flutter in practical job tasks with correct tools, standards, and outcomes ; role IOS Native ; iOS developer iOS applications mobile development Swift XML JSON REST SOAP; Android -> Android ; context capability to apply android in practical job tasks with correct tools, standards, and outcomes ; role IOS Native ; iOS developer iOS applications mobile development Swift XML JSON REST SOAP; cloud services -> cloud services ; related cloud infrastructure and services ; related cloud infrastructure and deployment ; context capability to apply cloud services in practical job tasks with correct tools, standards, and outcomes ; role IOS Native ; iOS developer iOS applications mobile development Swift XML JSON REST SOAP; background communication -> background communication ; context capability to apply background communication in practical job tasks with correct tools, standards, and outcomes ; role IOS Native ; iOS developer iOS applications mobile development Swift XML JSON REST SOAP",5,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,"[1.0, 1.0, 1.0, 1.0, 0.9499]",0.9899799999999999,0.9499,1.0,"SOAP -> SOAP ; context capability to apply soap in practical job tasks with correct tools, standards, and outcomes ; role IOS Native ; iOS developer iOS applications mobile development Swift XML JSON REST SOAP; Flutter -> Flutter ; context capability to apply flutter in practical job tasks with correct tools, standards, and outcomes ; role IOS Native ; iOS developer iOS applications mobile development Swift XML JSON REST SOAP; Android -> Android ; context capability to apply android in practical job tasks with correct tools, standards, and outcomes ; role IOS Native ; iOS developer iOS applications mobile development Swift XML JSON REST SOAP; cloud services -> cloud services ; related cloud infrastructure and services ; related cloud infrastructure and deployment ; context capability to apply cloud services in practical job tasks with correct tools, standards, and outcomes ; role IOS Native ; iOS developer iOS applications mobile development Swift XML JSON REST SOAP; background communication -> background communication ; context capability to apply background communication in practical job tasks with correct tools, standards, and outcomes ; role IOS Native ; iOS developer iOS applications mobile development Swift XML JSON REST SOAP",2,5,5,1251,"['cloud_devops', 'english_communication']",>=0.92
